2012-10,234273,95982,65577,166650,184055,104788,68705,,83974,69376,51277,174759,279206,50074,56705,,235482,199371,199066,177715,33228,35877,58783,102466,180644,143202,134252,144068,54533,282909,297349,84966,50069,63979,82803,108485,76873,63009,87664,181833,64110,45593,97285,27560,49156,173413,159315,572154,65794,108568,94879,117969,33790,70567,142000,67267,200377,314511,34206,280586,75538,52348,57134,210543,109677,55822,200875,223285,113792,100962,138454,108954,52062,93501,30837,330493,144562,65707,77342,139506,104373,43777,86371,116247,30303,111352,108844,105576,64499,184589,64911,140157,,129937,49283,112994,243962,67109,77356,87021,59936,135113,56222,103431,356377,36214,235430,46134,83112,58448,104524,79747,64590,106603,80194,58470,69158,143350,102751,91485,51928,115531,43792,108171,96730,183691,84272,71085,150021,184547,94050,113692,64896,137214,117040,144220,82856,32516,101445,155588,130047,447118,114098,155124,73611,53502,91320,275104,67569,138125,93625,60713,329754,89172,358954,157809,145091,46826,141086,114660,134945,87028,67001,75084,151619,82548,142418,175822,30399,51406,319896,150862,183817,119031,94543,59075,72456,63081,95598,81534,91290,43550,41992,111195,36068,113850,125044,136109,149437,41051,77735,26893,36259,44056,52777,65255,57065,63382,82829,116475,70437,114522,46052,285470,64404,35750,57083,109339,189347,136876,111913,63246,73715,98163,118722,35748,52925,72349,27537,160396,31114,103791,46817,347184,43571,65141,186496,118863,98022,135168,155270,81405,87851,54804,33632,126545,74229,66799,42006,84170,89664,154275,86223,101546,74189,34293,80185,80390,41443,95660,46983,77674,103658,170973,61181,132392,25329,159689,110502,28507,92090,62373,55079,46075,142139,89403,171670,,67086,114677,131258,223330,99085,55326,74003,242935,81601,75937,61595,90817,70929,79298,75235,,73073,67968,142090,139860,127626,111267,30396,53013,73527,57195,70697,51088,97502,109194,52377,137091,113348,84789,142649,93239,133651,73561,99218,83915,91039,39925,96386,,57771,67697,38665,147290,108786,222334,52027,145867,97308,46169,89978,44081,99668,105354,72623,82196,76008,88875,93720,144741,94994,86961,161095,143207,42089,110505,138463,95914,27590,133271,143175,40133,139537,73646,98700,86538,54272,117024,185148,50081,172887,53501,25044,102698,131451,156475,87215,64639,198946,203292,129088,123144,166088,321995,88363,381101,122785,336811,139347,101625,113437,120754,114051,229581,96225
2012-11,237347,96309,65624,169035,185103,106538,69029,,85223,70594,52668,176084,285416,50639,56450,,235868,203283,200465,180395,34085,35766,59499,103237,181517,148676,135516,143727,54312,284879,294765,82833,51323,63609,84377,109410,77718,62092,87076,181225,64213,45927,98015,28136,49947,176997,159634,578345,64812,108945,94292,117624,34042,70431,142332,67765,201488,318779,34326,286579,76395,51879,57474,212169,109744,55646,201398,224453,114100,102286,139130,109720,52498,94103,31342,331696,145511,66201,76634,140639,104493,42965,85374,115479,29809,110589,109505,106168,65054,184639,65803,140023,,130313,48697,113143,247027,67022,78170,85923,60838,133589,56081,104720,359435,36483,241750,45155,84560,58667,103949,79059,63651,105721,80505,58377,70365,144335,99259,90219,51682,115220,43588,107877,95449,185024,85029,70865,151323,184243,93620,115637,64591,137054,118850,143499,82423,31121,101123,158285,129497,446709,115004,156025,73300,53470,89174,280266,67696,137216,90632,59769,335247,92149,362214,158268,147119,45862,144489,116752,135767,87303,68142,73902,150723,83843,142082,176152,30242,51660,321191,152314,184408,121227,94532,58991,71487,64909,96919,80949,90902,42383,41340,110157,36052,114991,124902,137071,151314,42689,79765,26630,37039,44815,52060,64414,56885,61804,82299,117618,70501,114538,45417,285201,64224,36932,57600,108757,190914,137916,112851,62303,73732,98588,120487,35851,51354,72992,27638,162006,31940,103937,46394,352037,43647,65045,187807,120970,98480,135208,155082,80481,88484,54585,33461,126746,74396,68315,41912,84369,89023,154435,87134,101694,73243,34384,80054,79533,41827,95848,47672,77671,102583,173909,61287,133135,25393,158879,110485,28524,93772,61276,54937,45814,142790,89576,173276,,67820,116240,132645,228573,98837,55236,73498,242418,81949,76271,61782,90242,70339,79450,75148,,73285,67404,141662,140233,128288,110840,30552,53459,73880,57253,70764,52428,97017,109302,51896,137399,113762,85189,143989,93885,133998,73809,99194,83439,91155,40005,96638,,57775,67435,38295,148573,108012,221920,52132,145771,97254,46392,90647,43762,100835,105678,73924,83106,75819,89113,93065,144588,95937,86562,160711,144155,42360,111028,139102,96036,27438,134539,142014,40379,138656,73923,98691,86645,54225,117234,185179,50311,173239,53129,25016,102274,131883,156627,87861,64884,200933,204258,130220,123657,167200,323509,88937,382235,123281,336010,138776,102410,114179,121097,114950,231774,97076
2012-12,240945,97140,66583,171126,186660,109045,69078,,86753,71758,54529,177672,292728,51298,56178,,236949,205939,200482,184346,35074,35922,59958,104007,182461,153939,136874,143337,54251,286574,292810,81195,52587,63734,85625,110585,78928,61403,87760,181280,64801,46427,99542,28412,50716,180428,160896,583631,64415,108633,94302,117074,34316,70665,142287,68069,202897,321646,34385,293625,77096,54391,57011,213443,109557,54804,202671,227097,114085,103244,139448,111470,52513,94759,32036,332664,146523,66931,77050,142591,104575,42293,85037,114847,30168,110073,107843,106488,65108,185508,67494,140918,,129743,48242,113666,252991,67250,78602,85681,61770,133421,56025,106538,364588,37281,252611,43210,85988,58651,103501,77978,64176,104709,80634,58315,71526,145473,97038,89345,53530,114568,43618,108651,93942,187904,85484,70608,154616,184458,93155,117225,64083,137143,120397,143182,81813,30150,99599,159251,127873,450209,115235,157019,72821,53464,88239,285210,67390,136187,87586,58781,339936,93980,365842,158642,148838,44678,147431,117819,136097,87881,69041,73690,151091,84701,142065,176053,30007,51659,321561,153104,185575,122770,94402,58840,70906,65780,97961,80780,91884,41741,41062,109322,36121,116822,124864,137934,152244,44738,79939,27107,38030,45328,51564,64284,57759,63235,85039,119368,71087,114178,43731,284613,64610,38600,57198,107569,192656,137895,114153,61762,74294,98074,121547,36225,51231,73332,27616,161337,32858,104609,46161,357791,43792,64669,189093,123836,98996,135229,157859,80358,88808,55625,33403,126227,74320,69839,41479,84719,87612,154697,87546,102090,73680,34426,80341,78675,42501,96448,47686,77747,100758,174692,61649,132628,25296,159808,110300,28617,94412,60438,54740,45707,142697,89214,174738,,67377,116601,131527,230100,98284,54762,73039,241429,82413,76093,62305,89292,69949,79419,74696,,73369,67100,141832,140465,129533,110120,30644,53347,73931,57827,71113,53680,97433,109793,51269,136220,114518,85201,145355,93794,134159,73548,99091,83313,91090,39996,96846,,57827,68554,38011,149937,107705,220909,52032,146859,97321,46420,90256,43562,101240,106796,75181,84566,75835,89141,92395,144561,97105,86425,160020,144873,42728,111664,139775,96031,27292,136476,140872,40705,138285,74443,98703,86740,54218,117616,185199,50747,174603,53179,24931,101891,132554,157997,88581,65234,203171,206154,131170,123740,167215,323598,88603,383183,123823,335744,138297,103741,114637,120515,115316,234389,97562
2013-01,244183,97575,66561,172499,189823,111176,68888,,87961,72252,55538,179754,298511,51910,55908,,237734,209448,200541,185017,35510,36441,60164,105288,183816,157865,138289,142765,53774,287816,295519,81015,53353,64700,87029,111354,80545,61371,86686,182451,67349,47070,100779,28172,51658,182970,163157,589433,65363,107768,94074,116294,34638,71035,141971,68119,204784,324313,34128,300591,77834,55526,56080,214713,109815,55120,202201,229615,114165,103950,138711,113096,52494,96001,32879,333540,147747,67710,77473,144417,104846,41959,84594,114634,30633,110136,106668,106369,65471,186899,69677,142312,56531,129201,47872,114123,258977,67149,79235,85310,61995,133471,55758,107282,373664,38559,265234,41598,86582,58667,105340,77450,66809,104059,80873,58169,72454,147431,96941,88394,55726,112974,43405,109374,93060,191354,85012,71241,158884,184765,90818,117906,65301,135719,119932,143078,81233,30064,97971,159154,126332,453686,114376,157987,72108,53544,87989,287476,67222,135520,85992,58087,343193,94393,371095,157992,150124,44442,148648,116816,137256,88083,69357,72955,151282,83951,142521,176665,29699,51083,321127,153843,187539,122391,94199,58705,70979,66238,99078,81268,91243,41779,41536,109130,36480,118508,125057,138451,152871,46128,79265,27641,38914,45502,51271,64228,59008,65550,88454,119890,71578,113556,42157,284079,65124,39732,56204,105541,193942,137459,115117,61635,74771,99242,120058,36533,50945,74083,27642,159393,33750,105194,45845,364204,43580,63980,190470,126376,98766,134885,160030,80095,89162,56197,33387,125339,75135,70080,41212,84592,87996,155271,88878,102794,73478,34662,80440,77393,42858,96959,47623,77848,99430,175021,61713,135030,24952,161856,110302,28561,93418,60941,54737,45771,142634,88832,175958,67782,67225,115771,131414,226062,98373,54547,72800,241827,82806,75333,62920,88650,69899,78718,74257,,73921,67770,143779,141046,130902,109730,30763,52967,73791,58759,71206,54526,98299,109878,50206,135155,115300,85479,146190,93906,134336,73465,99015,83406,90743,39785,96580,,58114,70604,37908,150114,107796,220776,51918,148033,97502,46141,89453,43780,100899,107840,75507,86398,76132,89120,92093,144423,98375,86580,160047,145803,42954,112343,140414,96516,27260,138740,140914,41012,138504,74533,98551,86746,54032,117850,185577,51160,174403,53336,24820,101569,132795,159800,89365,65558,205384,207813,132001,124246,167187,326623,88270,384103,123799,336391,139164,104238,114529,119692,115395,237132,97754
2013-02,248453,98105,67503,174496,194599,113217,68700,,89447,72814,56186,182428,303496,52634,55983,,237859,214003,201665,183503,35752,37229,60205,106621,185253,161352,139065,142396,53297,288871,299573,82340,53995,65610,88631,112264,82204,61369,85248,184727,67517,47305,100515,28219,52633,185439,164966,596947,67407,107438,96026,115694,34845,71076,142589,67933,206559,327095,33862,307575,78595,53653,55604,216568,110973,56597,200130,231440,114522,104794,139019,114182,52507,97449,33610,334358,148844,69137,77282,146090,105180,42030,84705,112672,30892,110560,108262,106174,66166,187645,71388,143240,56350,131134,47468,114379,262594,66996,80387,83815,61772,134072,55765,108678,381586,39630,274895,41522,86358,58995,108371,77605,68501,104148,81384,58206,73026,150533,97775,87334,56958,111146,42885,109836,93209,193317,84762,72912,161994,185956,87538,118935,66960,134355,118968,141600,80958,29873,98811,158915,125991,456933,113005,159031,71266,53761,87831,289415,67538,135567,85770,57115,344358,94459,377361,157992,151523,44397,147014,115889,139659,87790,69209,71427,150680,83445,143223,176969,29481,49779,321889,154751,189191,122452,94433,58543,71611,66273,99848,81241,90787,41711,42546,110057,36636,119792,125114,138858,155161,46382,78098,28083,39403,45207,51901,64266,59784,66462,90402,119382,72033,112343,42318,284193,65068,40716,55238,103487,193528,136782,116089,62179,74747,99140,118373,36909,50543,75459,27826,157417,34722,105510,45516,370573,43024,63781,192614,126857,98178,134488,161456,79742,89710,56184,33640,125906,76233,69367,41340,84593,88416,155950,89808,103287,72874,34992,80531,76244,42882,96870,47775,78007,98541,177296,61601,139311,24966,164077,110480,28779,93272,62962,55207,45877,143282,89314,175780,68079,67725,116473,133182,220681,98668,54552,73079,246263,84294,74524,63323,88544,69982,78063,74652,,74457,68649,145293,142101,130892,111019,30867,53010,73883,59591,71694,54970,98700,108965,49366,135300,115637,85775,147582,94288,134375,73998,99155,83199,90509,39844,96157,,58648,71646,38127,149408,108515,221428,52312,147616,97944,45766,89185,44203,100759,109188,75759,87798,76363,88904,91907,144540,99585,86758,160829,146548,42878,113113,141250,96278,27090,141277,143023,41259,138625,74501,98669,87014,53994,118028,186406,51370,173993,53275,24711,101486,132794,160853,90010,65927,207061,208793,132738,124810,168578,332006,89225,385915,123646,336744,140665,103994,114759,119051,115499,240089,98106
2013-03,254486,99503,69179,178359,200652,115712,68517,,91703,74192,57374,185655,307991,53937,55986,,238158,219129,203385,184435,36012,38117,60183,107099,186076,165982,138879,142806,52689,290105,300367,83827,55164,66807,90206,113807,82989,61145,84869,187237,64585,47264,100059,28213,53385,189309,165081,606996,68603,107608,99590,116144,34809,70924,144241,67767,208172,330261,33887,314628,79448,51743,55612,219361,111089,57671,198666,232571,115324,105413,140146,115488,52252,98737,33567,335207,150167,70663,75754,146937,104883,42212,85245,111577,30789,111356,111095,106824,66949,188292,72504,144097,55201,133677,47016,115143,266439,67739,81538,81910,61390,135389,55944,111149,390080,40334,281187,41911,86120,59146,111230,77729,67813,104500,81477,58336,72700,154221,99593,86533,58307,110787,42456,110829,93795,196422,85957,74763,163367,188441,85319,119817,66913,135031,118985,139592,80745,29405,101874,158963,126365,460328,111545,160306,70625,53205,87294,291056,68079,136514,85875,56399,346660,94556,388962,157908,153972,44215,143635,114594,142332,87042,68864,70090,150483,84267,144242,176557,29480,48401,323942,155778,190009,123482,94858,58457,72876,66438,100593,80744,92007,41468,43809,111130,36284,120823,125157,138927,159010,45846,76575,28457,39833,44793,53200,64559,59814,66671,92555,118432,72565,110250,43300,284540,64838,41822,55163,102546,194389,135037,118252,62801,75040,96198,118320,37380,50105,75902,28017,156024,35089,105614,44757,375016,42597,64121,190653,126085,98103,134196,163610,79690,90158,56855,33938,126799,75959,68944,41917,85005,88374,156372,89656,103704,72777,35300,80999,76571,42978,96447,48023,78153,97418,179097,61518,142816,24874,166105,110651,29302,94774,64775,55530,45626,143744,90330,174870,68142,68130,118445,135662,218823,98668,54738,73714,251682,86627,73955,63573,88776,69807,78684,74877,,74496,69155,144757,143392,130820,112313,30950,53271,73892,59992,72520,55252,98812,107463,48611,135974,115549,85789,148278,94871,134565,74352,99887,83539,90906,40066,96013,,58951,71792,38442,149009,109586,223509,53048,146577,99176,45478,89766,44989,101016,111612,76386,88640,76426,88772,91923,145179,99241,87494,161320,146801,42629,113633,142214,96446,26793,144270,146022,41386,139006,74598,98899,87100,54122,118450,187533,51513,174261,53067,24599,101492,132643,162838,90455,66283,208931,209058,133822,124919,168896,335613,90719,387585,123680,336572,140506,105037,115489,118647,115805,243197,98752
2013-04,260269,101415,69211,182425,207753,117854,68180,,94369,76158,58697,189529,316595,55514,55870,,238768,226374,205109,187994,36227,38696,60114,107034,187282,172049,138600,143169,52952,292259,298798,84511,56632,68135,91810,115177,83169,61623,84002,189901,62310,47615,98015,28652,54084,194217,164698,620919,68357,107636,102689,117836,34461,70560,145917,67694,210545,333807,33955,322348,80460,53437,56361,222235,110133,57988,197627,232636,117273,106330,141083,116546,52085,99531,33361,336285,151551,71936,74142,147744,105006,42252,85090,110434,30176,112190,112775,108315,67291,190210,73240,145423,53745,135033,46562,116111,271659,69006,81919,81482,61084,137425,55846,112489,400434,41083,286097,41512,85485,59592,112960,78199,67519,105587,81952,58406,72043,156700,101521,86323,57642,112673,42351,112484,94458,199042,88767,75768,165234,190864,84933,119315,65820,136157,119639,139355,80701,29134,104122,159244,127592,463042,110280,161052,70626,51676,87630,291738,68677,136970,85043,56737,352875,94691,402068,157145,157620,44108,140907,113861,144307,86314,68851,70068,151876,85315,145137,176167,29616,47665,326676,155375,191061,124117,94948,58366,73452,66515,100882,80074,91012,40724,44885,111389,36125,121513,125116,139001,162786,45832,74885,28720,40030,45071,53943,64678,59610,66438,94531,117381,73337,108023,44063,285375,64335,42285,55518,102840,197390,133670,120497,63347,75462,93216,118525,38017,49736,75510,27935,155524,35501,105339,43867,379421,42106,64587,185751,125171,98687,133902,164787,79961,90202,57388,34074,127937,74548,69776,42432,85599,88956,156675,89761,104269,71476,35633,81728,77837,43024,95838,48154,78065,96609,178788,61580,145559,24371,170556,110980,29688,97007,66298,55627,45148,143327,90958,174210,68529,68793,119206,136615,220000,98912,54667,74263,253568,87948,73524,64021,89065,69812,79776,74177,,74423,69231,144621,144459,132917,113051,30988,53230,73671,60351,73034,55511,98716,106722,47541,136308,116227,85996,147199,95167,134730,74378,100659,84225,90915,40249,95849,,59181,72025,38553,148716,110540,226497,53628,146769,100502,45594,90085,45602,100304,113959,76883,90037,76464,88862,91708,145873,97647,87998,161418,147067,42504,113769,142608,98592,26629,146402,148191,41474,139534,74404,98978,87101,54175,119262,188488,51705,174457,52960,24463,101417,133148,166392,91007,66434,211572,208687,134984,125716,168756,335738,90815,388841,124196,336518,139611,105485,115819,118955,116401,245593,99262
2013-05,265532,103484,68896,186733,215272,119799,68322,,97444,78133,60426,193322,330008,56782,55440,,239462,234466,206223,188882,36506,39045,59881,107123,189122,179777,138810,143796,54114,295000,299383,85705,58195,69025,93421,116217,83136,62222,83345,191467,62290,48522,94081,29776,54785,198823,164424,635490,68271,107353,103839,119192,34311,70252,147255,67881,213368,337173,34160,331263,81780,54487,57338,224174,109401,58451,196538,232565,119762,107953,141202,116982,52615,100720,33847,337970,152928,73405,73995,148589,105103,42489,83818,109801,29254,113071,112461,109578,67035,192656,73839,146700,52976,136016,46280,116869,275657,70189,81978,82324,60694,139987,55097,112570,408145,42024,292710,40760,84236,60746,114829,79992,68947,107218,82379,58625,72143,157284,102856,86186,55429,116252,42439,114042,95133,200864,91147,75765,167286,191827,85740,119452,65518,136668,119930,140811,81678,28893,104178,160297,129906,463363,110833,160874,70825,50338,88861,293864,69358,136182,83463,57556,360373,94760,408611,157373,160528,44192,140624,115015,146283,85817,68977,72203,152321,85870,145166,176532,29683,47042,329616,154757,191776,123954,95009,58668,73154,66257,101016,79549,87350,40228,46064,111276,36412,121879,124951,139886,166334,46732,74002,29247,40143,45241,53257,64682,59323,65535,95466,116279,74638,106790,44979,286350,63997,42590,55981,103504,199349,133972,121578,64363,75494,92850,118964,38668,49849,76352,27855,155697,36004,104996,43786,382261,41661,64432,182628,124459,99353,134669,165779,80727,90128,57102,34135,129013,73209,70114,42544,84588,89527,157040,91117,104783,68817,35770,82247,78860,42911,96118,47809,78062,97148,179414,61882,149121,23693,175362,111386,29871,98279,67221,55818,44606,142689,91198,173672,69073,69935,118969,136963,222755,99377,54503,74386,253928,88867,73228,64481,89092,70182,80043,72948,,74626,69370,144986,144956,136351,113776,30858,53413,73570,60311,73260,55798,97640,107026,46983,136799,118844,86684,146059,95436,134419,74680,101134,84427,90252,40245,95881,,59710,74066,38497,148422,110900,230139,53558,146591,100881,45602,90651,45465,99563,117238,77603,91986,77009,88949,91729,147084,97420,87773,161653,147762,42446,114009,142302,101862,26616,147379,148416,41437,139707,74180,98775,87040,53975,119818,188498,51920,173968,52852,24320,101255,134001,168869,91596,66533,213693,207389,135440,128322,170422,332984,90165,389593,125056,337053,139222,104649,115884,119955,117817,245789,99608
2013-06,271144,105267,68899,192123,223649,122144,69582,,100910,80514,62565,196363,344175,57894,55373,,240653,243443,207527,189109,36790,39582,59286,107407,190522,188635,139188,145301,55532,297628,302313,87317,59572,68896,95077,117318,83715,62961,83452,192624,61094,48832,91521,30340,55277,203022,165266,649294,68545,106996,105354,119459,34652,70608,148504,68127,215578,339448,34460,341167,83668,53837,58668,225355,108903,58914,195397,234312,121384,110969,141651,116617,53619,101985,34459,339687,154722,75201,74361,148767,104722,42690,83265,108207,28467,114073,112008,110448,66983,194815,75018,146958,52132,136903,46778,116993,279752,71008,81955,83603,60694,141818,54495,113216,416448,42941,303268,40382,83314,61766,116399,82280,69944,108988,81482,59110,72609,157342,103767,86844,54592,120061,42920,115319,95440,202217,92682,76024,168099,193285,85726,120902,66110,137814,119322,142212,83477,28420,104544,161046,132000,464465,112896,160317,70730,49885,89908,297863,70192,134924,82137,57921,366497,95380,410846,159010,161873,44605,140976,117253,147782,85214,68495,74472,151363,85720,143889,177982,29748,46669,331368,154524,191250,123486,95643,59421,73715,66354,101033,78789,85373,40097,47070,111310,36814,122998,124413,139308,169654,45857,73765,30475,40171,44915,52220,65090,59463,65031,95025,116041,76015,105912,45838,286905,63525,43009,55980,104270,198565,135739,121304,65361,75294,93150,120434,38956,50664,79108,27872,155864,36551,105931,43987,384049,41810,64064,183402,122736,99713,136260,167731,81032,90161,56973,34261,129923,72564,68526,42353,82194,88474,157517,92108,104497,68126,35499,82633,79226,42814,97093,47296,78358,98202,180435,62280,150303,23511,177470,111601,30009,97961,67303,55900,44830,142366,91598,173338,69120,70948,120071,137920,225531,99410,54681,74500,252560,90548,72964,64717,89390,70434,80216,72149,,74650,69513,144121,145321,137314,115054,30924,53743,73529,59551,73533,55893,96229,107490,47140,137258,122270,87548,146076,96061,133781,74845,101372,83740,89378,40205,95728,,60017,76390,38549,148147,110851,233490,53422,145526,100496,45237,91022,45447,99591,120878,78149,93835,77843,89304,91256,148686,98866,87714,162293,148642,42433,114324,141585,103285,26637,149211,147819,41276,139162,75119,98746,86608,53809,119803,188614,52033,173328,52784,24307,100902,134578,169424,91989,66757,214619,206477,135026,130835,171144,327314,90410,391631,126454,337916,138942,104005,116465,121450,118442,245681,99982
2013-07,277247,107171,66835,197887,231500,124789,71585,,103867,82725,64125,199484,352908,59008,55641,,242363,253151,210067,190120,37123,40269,58757,108476,191526,196173,139568,146890,56003,300261,305626,88765,60766,68291,96854,118077,84324,63571,84080,193208,59308,48774,91436,29486,55919,208780,165262,661613,68165,106940,106554,119458,35263,71381,149845,68183,217047,342449,34857,349712,85652,54935,59691,225454,108380,57684,195139,236906,121707,113194,142578,115967,54675,102272,34024,342350,156827,77013,73888,148307,104595,43102,83164,106329,27986,115275,112464,111135,67346,196991,76750,146147,50880,137047,47629,116796,284532,71019,82186,84428,59916,142478,54646,113066,426763,43678,311941,40137,83015,62976,117031,84191,70123,110991,81288,59166,72880,156979,104609,87529,55792,124106,43175,115686,94640,204154,94971,76935,169166,195707,85093,121923,66275,139321,118642,143092,84892,27658,106671,161888,133713,469925,114629,159895,70131,49640,90229,301109,70714,134722,80715,57762,368092,95599,417307,160618,163081,45231,140386,117261,148639,85035,68110,75000,150827,84798,141900,180249,29692,46366,331614,154449,189474,123169,96671,60016,75104,67322,100621,78127,85915,40452,47953,111536,36887,124193,123669,138092,172622,43022,74173,31648,40799,45042,52383,65241,60021,64881,93475,116279,75174,104145,45018,287309,62184,43276,55798,105071,198012,135888,121054,66061,75003,93420,121707,39147,51579,81464,27833,156696,37290,108430,43717,384322,42443,63644,183609,120819,100109,137594,170497,79715,90520,57159,34365,130864,72969,65904,42476,79860,88345,158132,91712,103676,69878,35189,82916,80438,42910,97904,46913,78592,97713,180035,62331,147663,23502,178820,111851,29972,97219,67197,55647,45862,142913,92225,174886,69387,73171,122868,139724,226398,98859,55331,74874,248598,91273,72611,65682,90352,70428,81127,71883,,74622,69777,141522,146349,136235,115481,31297,53772,73156,58801,73531,55419,94357,107938,46654,137219,124596,88140,146727,95821,133827,74339,101440,83258,89031,40182,96325,60972,59711,76922,38810,148037,110995,237008,53936,144409,100224,44948,90897,45960,99792,122356,78039,94288,78204,89887,90436,150293,100081,87721,163300,149224,42353,114428,140996,104208,26784,152953,147099,41270,139837,75349,98465,85823,53597,119846,189612,52077,173053,52896,24311,100422,134821,169420,92251,67125,214408,205552,134946,131837,171705,321280,91928,393690,128603,337825,139192,103876,116698,123080,117626,247532,99514
2013-08,282772,109426,65965,202911,237378,126936,72578,,105687,84577,65063,202302,357957,60235,55654,,242668,262883,212632,191213,37666,40045,58555,110502,193113,200241,139618,147743,55795,302623,307938,90198,61990,66038,99068,119890,84612,65185,84287,194285,58359,48883,91271,29220,56706,214526,163762,672508,68239,107768,107572,120527,35528,71749,151269,67769,218380,346867,35522,357181,87997,57585,60685,225582,108104,54995,196046,238763,121846,113505,143543,115992,55562,102436,33427,346220,158332,78071,73560,149112,104904,43533,82399,103553,27603,116693,114092,111272,67991,198627,78578,145268,50733,137726,48338,116887,288965,70324,82446,84806,59971,141575,55070,112650,433831,44492,318796,41072,82424,64358,118307,84612,70312,112632,81272,58765,73468,156287,105773,87485,55070,127696,43237,115811,93928,206424,99376,77361,171182,196590,84893,122159,66083,140408,118601,143486,84207,27154,109441,163581,136234,477324,115150,159734,69655,49451,90472,304922,71230,135202,79252,57220,368273,95628,423763,162528,165190,45870,137851,115933,149720,85887,68337,74855,150874,84442,140484,182211,29303,45922,331208,154584,187665,123321,97491,60136,76012,68419,99760,77589,87454,40766,48605,112278,36718,124995,122006,137545,175278,40966,74752,32255,42168,46753,54315,65025,60801,63933,92154,117043,73583,102101,43493,287999,60340,43466,55630,105493,197036,135159,121906,67278,74707,93493,122075,39831,51995,82113,27759,157497,38565,110991,43101,386300,42718,63442,183218,119924,100777,140425,171516,77632,91027,57058,34496,132588,73785,63630,42854,78779,89356,158522,90871,103374,72250,35108,82995,82084,43065,98213,46781,78391,96502,178445,62159,140919,23522,180716,112185,29519,98604,67397,55573,46794,143544,92350,176502,70309,76288,125430,142249,225483,98432,55804,74746,244395,91058,72468,67984,91673,70791,81856,72199,,74746,70016,139140,147262,135338,115308,31580,53624,73255,59301,73417,55085,92679,108735,46026,136811,126026,88584,148386,94551,134319,74462,101764,83670,88927,40067,97684,61158,59257,76819,38986,147701,111622,239508,54856,144990,100181,44872,90577,45971,99637,121897,77827,93211,78129,90213,90210,151413,101045,87191,164520,149739,42166,114240,140700,104971,27022,154275,146618,41402,142187,74716,97972,85900,53425,120726,191243,52033,173185,53300,24378,99857,135878,168881,92764,67579,214479,203557,135011,133453,173353,319817,93289,395066,130925,337626,140209,104018,116021,124489,116383,251010,98959
2013-09,287528,111911,65475,206821,241447,128721,72578,,107325,85935,65938,204577,362149,61385,55307,,241056,270127,213956,190309,38398,39301,58354,112634,195121,202167,139819,148180,56123,304587,309444,91723,63397,63677,101997,122186,84393,66182,84190,194860,59368,48922,90428,29913,57382,219671,162453,681612,69268,109300,108110,121859,35372,71707,152977,67383,220084,350963,36107,364229,91055,58420,62114,226506,109763,53250,197049,240016,121560,112287,144083,116298,56266,103390,33629,350051,159466,78714,73894,151131,104799,44098,82044,102907,27377,117900,115874,110364,68736,199334,80577,144927,51855,139279,49135,117258,294026,69566,82688,85137,61558,139162,55278,112845,436264,45228,319611,41846,81267,65466,120068,84571,72313,113729,79230,58598,74291,155131,105662,87356,53873,129866,43370,116286,93317,209147,104032,78929,172755,195629,85272,121811,65449,139983,118700,143989,83146,26941,111911,165302,138758,483160,115348,159843,69230,48856,90646,311174,71878,135490,77805,56711,369121,95983,428500,164267,167093,46546,135686,115462,151832,85538,68464,76218,150884,85413,140490,185821,29064,45577,330912,155939,187040,123697,97982,59911,75905,69169,99261,77262,89826,41105,49207,112787,35853,125889,122281,137247,177104,40767,74350,32509,43811,47872,56521,65222,61396,63150,92466,117301,73458,100863,42874,288863,59241,43520,55090,104807,196821,134364,122901,69346,74710,92800,121913,40807,51951,82921,27611,157597,38924,112608,43394,390851,42647,63241,183519,119391,101470,143261,172155,78762,91060,56963,34464,133513,73899,63399,43039,78565,90044,158130,90325,103958,73735,35125,83119,83229,43358,98780,46757,78279,95082,177571,61898,135652,23533,179725,112230,28967,101273,67617,55707,47614,143399,92407,176481,70709,77851,126262,145226,224237,98312,55875,74433,241324,91821,72562,70788,92272,71359,81993,72517,,74761,69982,137915,148336,135743,115337,31355,53172,73386,59958,73235,54316,90804,109694,45900,137407,127240,89014,150464,93846,134693,74508,102393,84383,88323,39888,99068,62406,59102,76990,38807,147467,112067,240588,54794,146572,100117,44710,90905,45662,100007,121794,78072,91553,78459,89981,90534,151356,101326,86452,165012,150424,42220,113944,140503,105649,27306,151545,146277,41292,144834,74780,97743,86970,53331,121165,192449,52021,172165,53652,24385,99417,137086,168722,93546,68024,215307,203259,134508,135274,175510,321440,93382,394521,131971,337765,142280,103624,115800,125990,116164,254304,98871
